report_id,record_id,pmid,question_ids,title,agent_provisional_study_id,agent_recommendation,linkage_evidence,trial_registration_ids,duplicate_cluster_ids,component_report_count,confidence,source_record_sha256,decision_authority,human_link_decision,human_study_id,verified_by,verified_at
RPT-PUBMED-35456283,REC-PUBMED-35456283,35456283,A1,Antithrombotic Therapy Following Transcatheter Aortic Valve Replacement.,AGENT-STUDY-BF02735B161D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ec1ebe9cb72e1eeb4d2c180574439f35c92d76e53896178778c795660aa1312b,agent_prereview_only,,,,
RPT-PUBMED-35458212,REC-PUBMED-35458212,35458212,B2,Reduction in Hypercalcemia Following Readjustment of Target Serum 25-Hydroxy Vitamin D Concentration during Cholecalciferol Therapy in Vitamin D-Deficient Critically Ill Patients.,AGENT-STUDY-4F9515666C45,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b32b1fffdf2606e6b7d6247e48842daa3115363b70de210dacd348a2b1caab2a,agent_prereview_only,,,,
RPT-PUBMED-35458586,REC-PUBMED-35458586,35458586,B3,Phytoconstituents and Pharmacological Activities of Indian Camphorweed (Pluchea indica): A Multi-Potential Medicinal Plant of Nutritional and Ethnomedicinal Importance.,AGENT-STUDY-9AA2150C7660,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b954359a082bf081c935126aa149836e32c577fcce6fb9379d021dd48d37d347,agent_prereview_only,,,,
RPT-PUBMED-35458625,REC-PUBMED-35458625,35458625,B2,Synthesis of Deuterium-Labeled Vitamin D Metabolites as Internal Standards for LC-MS Analysis.,AGENT-STUDY-2A778E351EC1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,bad8921b6c3495d8daf070d5b6c3c26803c9ffc0de552843747a5bd7c090ae58,agent_prereview_only,,,,
RPT-PUBMED-35460461,REC-PUBMED-35460461,35460461,B2,Multicenter retro-prospective observational study on chronic hypoparathyroidism and rhPTH (1-84) treatment.,AGENT-STUDY-42EFC6FB0D1A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3e0646128be2c84f29c83bf7565cedb3b8f02d3f26696d96f744127aa2af2e9b,agent_prereview_only,,,,
RPT-PUBMED-35462945,REC-PUBMED-35462945,35462945,A1,One-Year Clinical Outcome in Middle Eastern Patients with Atrial Fibrillation: The Jordan Atrial Fibrillation (JoFib) Study.,AGENT-STUDY-0865D4F07644,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8ad1726c50abfe0e6f1f8fea76a0432562264dc74820bd86098218bb263b67d7,agent_prereview_only,,,,
RPT-PUBMED-35466449,REC-PUBMED-35466449,35466449,B1,"Calcium Citrate Versus Calcium Carbonate in the Management of Chronic Hypoparathyroidism: A Randomized, Double-Blind, Crossover Clinical Trial.",AGENT-STUDY-60D32C3C9AFF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d1c5618d0e65b926f02f611afdb55ebf9d7b1b49f9b45ec7d9d6ef5a3214a268,agent_prereview_only,,,,
RPT-PUBMED-35470995,REC-PUBMED-35470995,35470995,A1,"[Atrial fibrillation, oral anticoagulation and nephroprotection: caution or bravery?].",AGENT-STUDY-D1757BE49C16,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ed251f40d40f085db449e523ad31e06916aeaa55f0921bcbc3f4414ad64ba0bf,agent_prereview_only,,,,
RPT-PUBMED-35476221,REC-PUBMED-35476221,35476221,A1,Novel oral anticoagulants versus vitamin K antagonists in patients with atrial fibrillation after transcatheter aortic valve replacement: A systematic review and meta-analysis.,AGENT-STUDY-B195E8C758BA,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6dbcebb2a3075d77b0aafcfec053cc022ca0bb99e8362d6af8016191370ed4e1,agent_prereview_only,,,,
RPT-PUBMED-35481321,REC-PUBMED-35481321,35481321,B2,Neuroendocrine Carcinoma as a Cause of Humoral Hypercalcemia of Malignancy: A Case of a Patient With Elevated Parathyroid Hormone-Related Protein.,AGENT-STUDY-0626E68014DF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4202676a39b91aac8a219ff6a2cda843f35de5b1ea3edf5e81dd69ceb1f570a0,agent_prereview_only,,,,
RPT-PUBMED-35481366,REC-PUBMED-35481366,35481366,A1,Direct oral anticoagulation in atrial fibrillation and heart valve surgery-a meta-analysis and systematic review.,AGENT-STUDY-96B7D22958E4,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,249c43702684c38bf8b8d062dd86053bee0e57885809be2f6199bd52eca657a7,agent_prereview_only,,,,
RPT-PUBMED-35485213,REC-PUBMED-35485213,35485213,B2,Safety and Efficacy of PTH 1-34 and 1-84 Therapy in Chronic Hypoparathyroidism: A Meta-Analysis of Prospective Trials.,AGENT-STUDY-8BC70EE87399,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c86fb48684eb2aacd3aa98759d4050ab5975731975a932f78afed5e7402611a1,agent_prereview_only,,,,
RPT-PUBMED-35488127,REC-PUBMED-35488127,35488127,A1,Impact of early ablation of atrial fibrillation on long-term outcomes: results from phase II/III of the GLORIA-AF registry.,AGENT-STUDY-E53DD323CE3D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,NCT01468701|NCT01671007|NCT01937377,,1,low,e45ed91850258c9534361b460d2295cfe75d7c821f3193870dd053204b97510d,agent_prereview_only,,,,
RPT-PUBMED-35491419,REC-PUBMED-35491419,35491419,A1,Intracranial bleeding under vitamin K antagonists or direct oral anticoagulants: results of the RADOA registry.,AGENT-STUDY-364BE9D2F52C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,NCT01722786,,1,low,8c11a23679a7e3e59c16673f8259b0a2fbf1aa050c3df0557d5dfa5cb1849383,agent_prereview_only,,,,
RPT-PUBMED-35495861,REC-PUBMED-35495861,35495861,A1,"Effect of New Evidence on Antithrombotic Therapies in Atrial Fibrillation Patients Who Undergo Percutaneous Coronary Intervention in Alberta, Canada.",AGENT-STUDY-99C3C2915DC3,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d6840aa9ec0fd1d384a888416841ae8e7927f3cced0fe090ce67343257193125,agent_prereview_only,,,,
RPT-PUBMED-35497792,REC-PUBMED-35497792,35497792,A1,IgA Nephropathy Is the Most Common Underlying Disease in Patients With Anticoagulant-Related Nephropathy.,AGENT-STUDY-21A7D3B8D14A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,86d158c72f6c338b058303bbf67d4c27f0ba629bd629941038ef51ca1ce3c122,agent_prereview_only,,,,
RPT-PUBMED-35504549,REC-PUBMED-35504549,35504549,B2,Risk factors for surgical failure in patients undergoing surgery for primary hyperparathyroidism.,AGENT-STUDY-B6B5683A4B25,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,55598234525085c3ebf01c59aac14ef30cabcd2e110309fef57bdf4f5e2823be,agent_prereview_only,,,,
RPT-PUBMED-35507109,REC-PUBMED-35507109,35507109,A2,Andexanet alfa after 4-factor PCC administration for intracranial hemorrhage: a case series.,AGENT-STUDY-A0A5DEDFC82D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,5e653fc94f438deeaf5e17bdcae90daa4ca4a290362d23a558bd3fa54d3fc3dd,agent_prereview_only,,,,
RPT-PUBMED-35510250,REC-PUBMED-35510250,35510250,A1,"The Relationship Among Intestinal Bacteria, Vitamin K and Response of Vitamin K Antagonist: A Review of Evidence and Potential Mechanism.",AGENT-STUDY-F18A237119FB,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d4b716f572f969bad260e247b062595103d71b11582ba961ea13cac4953a2b84,agent_prereview_only,,,,
RPT-PUBMED-35510507,REC-PUBMED-35510507,35510507,B2,Glucocorticoid-induced adrenal insufficiency: an uncommon cause of hypercalcaemia.,AGENT-STUDY-C7FF65569FBC,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6bf7f3a244b4a52126d4677c9ccc2c918f77cccc0ea46641cf4826e89fee0e5d,agent_prereview_only,,,,
RPT-PUBMED-35513519,REC-PUBMED-35513519,35513519,B2,Overview of the clinical efficacy and safety of eldecalcitol for the treatment of osteoporosis.,AGENT-STUDY-91856768E158,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,bf17ee8af0553a4d919229aa568b0662322f6f4b3078480c9a5ff1d6aabc72b9,agent_prereview_only,,,,
RPT-PUBMED-35515510,REC-PUBMED-35515510,35515510,A1,Spontaneous retroperitoneal hematoma induced by vitamin K antagonist therapy: A case report.,AGENT-STUDY-A7BE0FC1156C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,968f289db113debefd1032cb3368719bc6f69faaf154fa689baed21304d37532,agent_prereview_only,,,,
RPT-PUBMED-35516667,REC-PUBMED-35516667,35516667,B2,Vitamin D toxicity due to self-prescription: A case report.,AGENT-STUDY-14E677228BF9,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9d7b609826852f0ed30fc32bddbcb9661b8e535a292cee0266ca2df19b19ad69,agent_prereview_only,,,,
RPT-PUBMED-35528821,REC-PUBMED-35528821,35528821,A2,Bleeding and Thromboembolic Events in Patients with Non-Valvular Atrial Fibrillation Treated with Apixaban or Rivaroxaban.,AGENT-STUDY-D5415939EE99,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7bff19e466ae4edaa0bfdb44d37cfc4b167dc1a85fa976fedf0c5f534f0c173f,agent_prereview_only,,,,
RPT-PUBMED-35533394,REC-PUBMED-35533394,35533394,A1,Impact of treatment adherence on the effectiveness and safety of oral anticoagulants in patients with atrial fibrillation: a retrospective cohort study.,AGENT-STUDY-F4A16C0C8DC7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3cd06e06c5eba68c01d6a131392685f6e734db6335e1fd1fcc482c297a9f0538,agent_prereview_only,,,,
RPT-PUBMED-35533748,REC-PUBMED-35533748,35533748,A1,Over-anticoagulation by vitamin K antagonists and gender differences.,AGENT-STUDY-16D5C275DEFC,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,1279119f13aff70f9957094be0593c28380841b797ee0ee8681b74e18b5dc831,agent_prereview_only,,,,
RPT-PUBMED-35533994,REC-PUBMED-35533994,35533994,A1,Outcome of Budd-Chiari Syndrome Patients Treated With Direct Oral Anticoagulants: An Austrian Multicenter Study.,AGENT-STUDY-6857B53ABB56,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3d1417dda83800d5320e328ed7af8203399c9d2f39406c1a75bb95b7b11cd2f0,agent_prereview_only,,,,
RPT-PUBMED-35542895,REC-PUBMED-35542895,35542895,A1,"Epidemiology, management, and outcomes of atrial fibrillation among 30 million citizens in Shanghai, China from 2015 to 2020: A medical insurance database study.",AGENT-STUDY-A8B860B541C0,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,962dc9ab382c54521dbc1fed8c58767f9e489a51b2015956d1a86d0e22a289b7,agent_prereview_only,,,,
RPT-PUBMED-35546405,REC-PUBMED-35546405,35546405,B2,"The correlation between promoter hypermethylation of VDR, CLDN, and CasR genes and recurrent stone formation.",AGENT-STUDY-9840C17D60B8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,e219a2934a4437815c47a2f5e10f19cfd786bc50d8472884a1755f688bfa1b41,agent_prereview_only,,,,
RPT-PUBMED-35547458,REC-PUBMED-35547458,35547458,A1|A2,Drug Use Evaluation of Direct Oral Anticoagulants (DOACs) in Patients With Advanced Cirrhosis.,AGENT-STUDY-FEDDD3911215,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,512f9943dd16ca40d89a814c44681a6d461f089d715b528d1d98351f941063d0,agent_prereview_only,,,,
RPT-PUBMED-35564748,REC-PUBMED-35564748,35564748,A1,The Influence of Frailty Syndrome and Dementia on the Convenience and Satisfaction with Oral Anticoagulation Treatment in Elderly Patients with Atrial Fibrillation.,AGENT-STUDY-0C2079C8F548,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ecd67504796205ff3c9d6d289e82876189b56ba39c70a2ed339ff50be371f1b2,agent_prereview_only,,,,
RPT-PUBMED-35569070,REC-PUBMED-35569070,35569070,B2,Long-term Efficacy and Safety of Rifampin in the Treatment of a Patient Carrying a CYP24A1 Loss-of-Function Variant.,AGENT-STUDY-9249EFB833F0,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,aa838b04452b5132faf0640873debf0819e069ee39ae6052bfcbf9e503c73f76,agent_prereview_only,,,,
RPT-PUBMED-35571347,REC-PUBMED-35571347,35571347,B2,Seizures Associated With Bone Density Conservation Agents.,AGENT-STUDY-65785C3B74E8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8a3d9a02fe7429f263232d536e22986f15ab50c3148c55a91521c10c03a7434c,agent_prereview_only,,,,
RPT-PUBMED-35579733,REC-PUBMED-35579733,35579733,A1,Effectiveness and safety of oral anticoagulants in non-valvular atrial fibrillation patients with prior bleeding events: a retrospective analysis of administrative claims databases.,AGENT-STUDY-C1C56FDE226A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3c62b149260e92285a2a64daba3228629bd0f2f2217f26e75a35a6e872c16cf2,agent_prereview_only,,,,
RPT-PUBMED-35582854,REC-PUBMED-35582854,35582854,A1,Impact of the COVID-19 pandemic on England's national prescriptions of oral vitamin K antagonist (VKA) and direct-acting oral anticoagulants (DOACs): an interrupted time series analysis (January 2019-February 2021).,AGENT-STUDY-5FED39FFA6BF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3722ecda6859063b265942c5dc06a176927764d28105dbe65767f354414a7697,agent_prereview_only,,,,
RPT-PUBMED-35583186,REC-PUBMED-35583186,35583186,A1,Apixaban vs. standard of care after transcatheter aortic valve implantation: the ATLANTIS trial.,AGENT-STUDY-B85138CA235D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,93e7c32fd5822d2fe4d613bc1d213c4234d2c894db1c00af2553603afb4897dc,agent_prereview_only,,,,
RPT-PUBMED-35583412,REC-PUBMED-35583412,35583412,A1,Carboxylative efficacy of trans and cis MK7 and comparison with other vitamin K isomers.,AGENT-STUDY-51BCB1485025,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8e48ff45caea8cd279351ea3b7673a4a6d6647ad7ae212fed2d0bdb537b70112,agent_prereview_only,,,,
RPT-PUBMED-35586025,REC-PUBMED-35586025,35586025,A2,Deprescribing Opportunities for Hospitalized Patients With End-Stage Kidney Disease on Hemodialysis: A Secondary Analysis of the MedSafer Cluster Randomized Controlled Trial.,AGENT-STUDY-544823A0CDC7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ba5c9f5c334806a9f68c231eff5d1871a08c655b9216a209c65ce9b6e7ab34c4,agent_prereview_only,,,,
RPT-PUBMED-35586656,REC-PUBMED-35586656,35586656,A1,Impact of Integrated Care Management on Clinical Outcomes in Atrial Fibrillation Patients: A Report From the FANTASIIA Registry.,AGENT-STUDY-C6FF6CC4193E,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,504bfd1342907ca5cdf52ff2efc63f1f5720c1b35c52cf440e6cce261abfd1fc,agent_prereview_only,,,,
RPT-PUBMED-35587227,REC-PUBMED-35587227,35587227,A1,Oral anticoagulants and outcomes in adults ≥80 years with atrial fibrillation: A global federated health network analysis.,AGENT-STUDY-698D3329D6E4,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d5a2978dc54d49154941e23c357ecf60f94b24af80e875de04ce3ca4ace717a1,agent_prereview_only,,,,
RPT-PUBMED-35594736,REC-PUBMED-35594736,35594736,A1,Online KidClot education for patients and families initiating warfarin therapy: The eKITE study.,AGENT-STUDY-8812C2761065,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,704a103a1512f10abe23ecdf4d392feffbe4cf0ec996cc7244b0c61cadc676a2,agent_prereview_only,,,,
RPT-PUBMED-35598638,REC-PUBMED-35598638,35598638,B2,Calcium homeostasis and hyperparathyroidism: Nephrologic and endocrinologic points of view.,AGENT-STUDY-D67B96CDB60F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9c9643ac839505894f1f3a3deaa15d63e41c4d5c1f879639223cb79bc27eb8f4,agent_prereview_only,,,,
RPT-PUBMED-35601714,REC-PUBMED-35601714,35601714,A1,Dabigatran-Induced Nephropathy and Gastrointestinal Bleeding and Its Successful Treatment with Idarucizumab: A Case Report.,AGENT-STUDY-4846421A36B2,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a20faca620b24395fcd22da131323341f39a0adb3c157712118e7dc6abda272e,agent_prereview_only,,,,
RPT-PUBMED-35601882,REC-PUBMED-35601882,35601882,B2,Thiazide use and skeletal microstructure: Results from a multi-ethnic study.,AGENT-STUDY-8CA07D07801C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,5ca4991c18336be238c828821dc07a6a6b5a25c4120c59888a33995dcea88e3a,agent_prereview_only,,,,
RPT-PUBMED-35608144,REC-PUBMED-35608144,35608144,A1,Pharmacogenetic variants influence vitamin K anticoagulant dosing in patients with mechanical prosthetic heart valves.,AGENT-STUDY-2D30E96A90DF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2953412ab50c6a89cfd871ef098805fe8cc3594f369c465fbc54b26ddc3ad133,agent_prereview_only,,,,
RPT-PUBMED-35611378,REC-PUBMED-35611378,35611378,A2,Cerebrovascular Events in Pediatric Inflammatory Bowel Disease: A Review of Published Cases.,AGENT-STUDY-15F22153D1A4,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8800d5fb556cf1d02e3f83a092b2fa6d40b2160cba100f96dbbfb0b159142f82,agent_prereview_only,,,,
RPT-PUBMED-35612866,REC-PUBMED-35612866,35612866,A1,Apixaban or Warfarin and Aspirin or Placebo After Acute Coronary Syndrome or Percutaneous Coronary Intervention in Patients With Atrial Fibrillation and Prior Stroke: A Post Hoc Analysis From the AUGUSTUS Trial.,AGENT-STUDY-FC872513B873,provisional_multi_report_study_needs_validation,shared_trial_registration,NCT02415400,,12,high,5181546a39a7bc9d4f57162158147ba85be01e70d031ae085abdec44be96cb8d,agent_prereview_only,,,,
