link_candidate_id,nct_id,registry_record_id,pmid,pubmed_record_id,reference_type,registry_question_ids,registry_title,pubmed_title,pubmed_doi,agent_recommendation,recommendation_reason,pubmed_in_search_corpus,source_context_sha256,decision_authority,human_link_decision,verified_by,verified_at
LINK-CTGOV-NCT06199102-PMID-10690569,NCT06199102,REC-CTGOV-NCT06199102,10690569,REC-PUBMED-10690569,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,d337392b7ebe0c0e439d8d4b1cead7936f990dd4d0bcead957ea549aeb02f88f,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-15857558,NCT06199102,REC-CTGOV-NCT06199102,15857558,REC-PUBMED-15857558,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,2b38991f37a832794056c38aa382f51f56447ac849450dea45c161897bb780b7,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-16140692,NCT06199102,REC-CTGOV-NCT06199102,16140692,REC-PUBMED-16140692,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,Acute vitamin D intoxication in a child.,10.1542/peds.2004-2580,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,d875c5f08ee47ecf871762a83eb4197c6769c85270fbe1ca3ba1ce2db52f6b99,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-17369280,NCT06199102,REC-CTGOV-NCT06199102,17369280,REC-PUBMED-17369280,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,f0cb5b659065be78da5b71e87b50c52d6acf33c06b61b81aa61ffccf1f3de742,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-17634462,NCT06199102,REC-CTGOV-NCT06199102,17634462,REC-PUBMED-17634462,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,6de59ad89732fcee83c9355114199bafabf13d685874a268a4bbaceb35461964,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-18780664,NCT06199102,REC-CTGOV-NCT06199102,18780664,REC-PUBMED-18780664,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,5e4b7bccc18a57500a7a3062017249b12a8fe439f7a123b59e40f01a74ea61fa,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-19155428,NCT06199102,REC-CTGOV-NCT06199102,19155428,REC-PUBMED-19155428,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,4c6bb46d1ac56afa4822728eab78a565ef0d752b7c3c1be70ba044e230b7e6d5,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-19190532,NCT06199102,REC-CTGOV-NCT06199102,19190532,REC-PUBMED-19190532,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,f8c3c9a0f4f76934da35c21a0b5de65b863f96b605c195adcb75073112a8aea0,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-21527855,NCT06199102,REC-CTGOV-NCT06199102,21527855,REC-PUBMED-21527855,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,ce812ad2436cf73c259bda3569ead0e9da88ae76845191c70a40241d3794ce8b,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-21824193,NCT06199102,REC-CTGOV-NCT06199102,21824193,REC-PUBMED-21824193,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,5ec96dfd6a2070902909aa070b7db6ae35963870c5c46e65fbd11df4fb1f7034,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-21872800,NCT06199102,REC-CTGOV-NCT06199102,21872800,REC-PUBMED-21872800,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,eb40789d9a775edd43db05bda3318ffa905c3a464c45127f96f9e2d5ec301504,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-23056824,NCT06199102,REC-CTGOV-NCT06199102,23056824,REC-PUBMED-23056824,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,b2a771f11b1d5cef8cf314dc87c15e93b4448ff8408e6313e3e4f140ae44b967,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-23629620,NCT06199102,REC-CTGOV-NCT06199102,23629620,REC-PUBMED-23629620,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,fd0b3239e188c89ba3747de51152b82364a2b76d8a204b7584c8b40407d3fd1c,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-24253368,NCT06199102,REC-CTGOV-NCT06199102,24253368,REC-PUBMED-24253368,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,4888724b8476dbc1407f64514950a4e2333651e8f6b0b9f459955a017cbb7432,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-25425653,NCT06199102,REC-CTGOV-NCT06199102,25425653,REC-PUBMED-25425653,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,d1c59a97f47b8d706e30d103e560a378c8f14fa9d12471c43434fb5e636b4a96,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-25905252,NCT06199102,REC-CTGOV-NCT06199102,25905252,REC-PUBMED-25905252,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,034de8eb3777210b0085a09590355459d59b29c6ea7bc683fd52a393491869c4,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-27065162,NCT06199102,REC-CTGOV-NCT06199102,27065162,REC-PUBMED-27065162,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,343d00aff9ddf2886c83e42fd2173deb232e5224e3f08b6c07f39f2130fad963,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-28383493,NCT06199102,REC-CTGOV-NCT06199102,28383493,REC-PUBMED-28383493,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,c1fa24f13db7edcdd4e0b0f86d4c7456c4b1cd12310ad37af6296afe1ae2ffa8,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-29159088,NCT06199102,REC-CTGOV-NCT06199102,29159088,REC-PUBMED-29159088,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,063cc3cfe1b46e05ea2053056c25f65ee93d4578795f42d40927ae4331ac2398,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-33473300,NCT06199102,REC-CTGOV-NCT06199102,33473300,REC-PUBMED-33473300,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,3509a291d5c4afb24668f2e19bbe095bd979aab4b0970980d0295a45c59548e7,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-34373793,NCT06199102,REC-CTGOV-NCT06199102,34373793,REC-PUBMED-34373793,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,Vitamin D Intoxication and Nephrocalcinosis in a Young Breastfed Infant.,10.1155/2021/3286274,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,184854ba6ad75b9aac87b0d0844b872d293f7362055177e8c7dbdb67e1f46a06,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-34684442,NCT06199102,REC-CTGOV-NCT06199102,34684442,REC-PUBMED-34684442,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,c30b3535932036838e40c29cce4fcb11782e525fa05d346b58306c72c32c976d,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-35402358,NCT06199102,REC-CTGOV-NCT06199102,35402358,REC-PUBMED-35402358,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,057cc020e27284a154d5bec1b6146303ccc791687594d9d3edeaaae5c2668ebb,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-36050673,NCT06199102,REC-CTGOV-NCT06199102,36050673,REC-PUBMED-36050673,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,72b88b71018481f4ad7eee3b4c4afdbf50284b438056522940237c1c5724f251,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-36705703,NCT06199102,REC-CTGOV-NCT06199102,36705703,REC-PUBMED-36705703,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,1ebf471f41287daaa9ab29b172ae2b89f847ec535f7e05af95402fe662b7e2b6,agent_prereview_only,,,
LINK-CTGOV-NCT06199102-PMID-36771403,NCT06199102,REC-CTGOV-NCT06199102,36771403,REC-PUBMED-36771403,BACKGROUND,B2,The High Initial Dose of Monitored Vitamin D Supplementation in Preterm Infants.,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,e54d097a291d8e48b9e1d25e0b0ee6529070f8702933af925ec74852ff548e92,agent_prereview_only,,,
LINK-CTGOV-NCT06578754-PMID-16306102,NCT06578754,REC-CTGOV-NCT06578754,16306102,REC-PUBMED-16306102,BACKGROUND,B3,"Validation Testing for Plasma Oxalate Levels in the Biochemical Laboratory at the Galilee Medical Center, in Collaboration With the Biochemistry Laboratory at CHARITE Hospital in Berlin, and Testing the Relationship Between Oxalate Levels and Vitamin C Levels in Plasma",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,db6c521398a7b4948286f7599e1811eb7db856fa0b0873c8911200f08e7beb70,agent_prereview_only,,,
LINK-CTGOV-NCT06578754-PMID-32472220,NCT06578754,REC-CTGOV-NCT06578754,32472220,REC-PUBMED-32472220,BACKGROUND,B3,"Validation Testing for Plasma Oxalate Levels in the Biochemical Laboratory at the Galilee Medical Center, in Collaboration With the Biochemistry Laboratory at CHARITE Hospital in Berlin, and Testing the Relationship Between Oxalate Levels and Vitamin C Levels in Plasma",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,e900f764250235e6d02f9dcdb3ed8eded61a51628933f57c19fdc75012d5260d,agent_prereview_only,,,
LINK-CTGOV-NCT06578754-PMID-32829751,NCT06578754,REC-CTGOV-NCT06578754,32829751,REC-PUBMED-32829751,BACKGROUND,B3,"Validation Testing for Plasma Oxalate Levels in the Biochemical Laboratory at the Galilee Medical Center, in Collaboration With the Biochemistry Laboratory at CHARITE Hospital in Berlin, and Testing the Relationship Between Oxalate Levels and Vitamin C Levels in Plasma",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,e4c83e5785dea1a56e881b0b484d4a3bc1c106d95431fa17dfaf553fcf25c1aa,agent_prereview_only,,,
LINK-CTGOV-NCT06578754-PMID-33912770,NCT06578754,REC-CTGOV-NCT06578754,33912770,REC-PUBMED-33912770,BACKGROUND,B3,"Validation Testing for Plasma Oxalate Levels in the Biochemical Laboratory at the Galilee Medical Center, in Collaboration With the Biochemistry Laboratory at CHARITE Hospital in Berlin, and Testing the Relationship Between Oxalate Levels and Vitamin C Levels in Plasma",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,35f4fe7df9a60d3649d5e7175422c09a2810e957f35119eefc703368099a7864,agent_prereview_only,,,
LINK-CTGOV-NCT06578754-PMID-34281958,NCT06578754,REC-CTGOV-NCT06578754,34281958,REC-PUBMED-34281958,BACKGROUND,B3,"Validation Testing for Plasma Oxalate Levels in the Biochemical Laboratory at the Galilee Medical Center, in Collaboration With the Biochemistry Laboratory at CHARITE Hospital in Berlin, and Testing the Relationship Between Oxalate Levels and Vitamin C Levels in Plasma",,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,335989ac7b96f25e3144697bc2c5a2fbd028952a9f55466397e8455c2d3eeb90,agent_prereview_only,,,
LINK-CTGOV-NCT06606275-PMID-25040558,NCT06606275,REC-CTGOV-NCT06606275,25040558,REC-PUBMED-25040558,RESULT,A1,The Safety and Effectiveness of Warfarin Vs Apixaban in Patients With NVAF/ VTE and ESKD on Dialysis,,,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,false,66334fdd8f0e7a6d951ee221154e31b175c7af0752cb29a0a85826a0d8763210,agent_prereview_only,,,
LINK-CTGOV-NCT06606275-PMID-32538234,NCT06606275,REC-CTGOV-NCT06606275,32538234,REC-PUBMED-32538234,RESULT,A1,The Safety and Effectiveness of Warfarin Vs Apixaban in Patients With NVAF/ VTE and ESKD on Dialysis,Direct Oral Anticoagulant Use: A Practical Guide to Common Clinical Challenges.,10.1161/jaha.120.017559,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,true,1f5069dcaff7845673b493ad1062b1fb2b7efd2564fd79f3677f8f8f34154dee,agent_prereview_only,,,
LINK-CTGOV-NCT06606275-PMID-33073581,NCT06606275,REC-CTGOV-NCT06606275,33073581,REC-PUBMED-33073581,RESULT,A1,The Safety and Effectiveness of Warfarin Vs Apixaban in Patients With NVAF/ VTE and ESKD on Dialysis,,,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,false,a918027029eace2a69b83a73eeb9406159fd2e2a2a4403aad807c0df8d1651c1,agent_prereview_only,,,
LINK-CTGOV-NCT06606275-PMID-33709339,NCT06606275,REC-CTGOV-NCT06606275,33709339,REC-PUBMED-33709339,RESULT,A1,The Safety and Effectiveness of Warfarin Vs Apixaban in Patients With NVAF/ VTE and ESKD on Dialysis,,,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,false,7869bef62527efe5cc73903419241b9b60af285d7c3066572fa9572a7d76178c,agent_prereview_only,,,
